Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Customer Activity,Voice service usage,Equipment monthly usage,Monthly data usage,Streaming hours,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services
9429-GTHOVO-TZE,Male,Southwest,Medium,35 to 44,Post Secondary,No,Crafts,10,No,28000,11.2,Married,2,25,2.083333333,Established,Moderate,16.2,0,0,18,No plans,0,No subscriptions,0,No devices,0,No devices,0
9730-TRTEVX-I50,Female,West Coast,Mega-City,45 to 54,Post Secondary,No,Sales,3,No,18000,7.7,Unmarried,1,9,0.75,Newcomer,Low,12.9,0,0,12,Home internet plan,1,No subscriptions,0,Home computer,1,Virtual assistant service,1
0861-BUOMOG-ORJ,Female,Northeast,Mega-City,55 to 64,No High School,Yes,Professional,14,No,66000,20.5,Unmarried,1,29,2.416666667,Established,Low,10.95,0,0,27,No plans,0,No subscriptions,0,No devices,0,No devices,0
7015-TPVPZB-H1J,Female,Southwest,Small,18 to 24,Completed High School,Yes,Crafts,2,No,20000,20.6,Unmarried,1,35,2.916666667,Established,Moderate,33.15,0,0,17,International plan,1,"Video streaming, Mobile security",2,"Home computer, Smart device",2,"Virtual assistant service, Cloud backup",2
0438-VUBTYC-L81,Male,Southeast,Mega-City,65 to 74,Post Secondary,Yes,Crafts,25,No,109000,7,Married,4,72,6,Veteran,High,341.25,0,78.25,20,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
4474-UOAZVD-3UE,Male,West Coast,Large,35 to 44,Post Secondary,Yes,Sales,1,No,22000,10.7,Married,5,3,0.25,Newcomer,Moderate,13.2,0,25.55,18,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
3275-AZRNCL-321,Male,West Coast,Small,45 to 54,Some High School,No,Professional,16,No,133000,6,Unmarried,1,21,1.75,Emerging,Moderate,10.8,0,0,24,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
8607-TZSLGG-CGX,Female,Southeast,Small,65 to 74,Post Secondary,Yes,Sales,11,No,57000,25.8,Unmarried,1,22,1.833333333,Emerging,Moderate,21.9,29.55,0,23,Home internet plan,1,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Gaming console, Smart home device",3,No devices,0
1070-PPWOKU-X3M,Female,Southwest,Large,25 to 34,Post Secondary,Yes,Professional,4,No,30000,5.2,Married,5,26,2.166666667,Established,Moderate,26.85,0,0,25,International plan,1,"Video streaming, Financial News streaming",2,Home computer,1,Cloud backup,1
2830-KWMZCH-54L,Male,Southwest,Small,35 to 44,Post Secondary,No,Service,11,No,38000,11,Married,2,63,5.25,Veteran,Moderate,61.35,0,0,25,"International plan, Family plan",2,No subscriptions,0,"Home computer, Smart device, Gaming console",3,No devices,0
4320-BVEIPA-3W3,Male,Southwest,Mega-City,35 to 44,Post Secondary,Yes,Labor,16,No,36000,1.5,Married,4,53,4.416666667,Loyal,Moderate,48.3,0,0,22,International plan,1,"Financial News streaming, Mobile security",2,Smart device,1,Virtual assistant service,1
6287-SGPLGC-693,Male,Northeast,Extra Large,18 to 24,Post Secondary,No,Sales,0,No,84000,5.7,Unmarried,2,10,0.833333333,Newcomer,Moderate,17.4,21.5,0,19,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
0690-PIBIUT-18H,Male,Southeast,Small,Over 75,Some High School,Yes,Professional,10,No,33000,13.2,Married,2,58,4.833333333,Loyal,Moderate,75.6,0,0,24,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
1044-YEOBDI-9ZV,Female,West Coast,Mega-City,45 to 54,Post Secondary,No,Sales,0,No,61000,6.4,Married,5,26,2.166666667,Established,Moderate,39.75,0,0,22,Family plan,1,"Financial News streaming, Mobile security",2,Home computer,1,Virtual assistant service,1
2871-CXJHYX-68X,Female,Northeast,Small,65 to 74,Post Secondary,Yes,Crafts,40,Yes,104000,11.4,Unmarried,1,72,6,Veteran,Moderate,142.8,0,0,12,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Smart device,1,Cloud backup,1
7082-VOUETZ-KG3,Male,Midwest,Extra Large,35 to 44,Post Secondary,Yes,Sales,5,No,34000,2.3,Unmarried,1,13,1.083333333,Newcomer,Moderate,16.05,0,0,18,No plans,0,Mobile security,1,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1
0534-TGAXVN-ER2,Male,Midwest,Extra Large,45 to 54,Some High School,No,Sales,3,No,25000,9,Unmarried,1,38,3.166666667,Established,Moderate,45.45,0,0,25,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
6958-QCZQDR-ECL,Male,Southwest,Small,35 to 44,Post Secondary,Yes,Sales,1,No,37000,21.6,Unmarried,2,63,5.25,Veteran,Moderate,48,0,0,15,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,"Cloud storage, Virtual assistant service",2
9976-IIYYXO-712,Female,Southwest,Large,18 to 24,No High School,Yes,Crafts,5,No,16000,4.7,Married,3,19,1.583333333,Emerging,Moderate,19.8,0,0,17,No plans,0,No subscriptions,0,Home computer,1,No devices,0
6540-LWVQAW-ZAE,Male,Southeast,Large,35 to 44,Post Secondary,Yes,Agriculture,7,No,44000,5.2,Married,5,39,3.25,Established,Moderate,21,0,0,28,Home internet plan,1,Video streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0
7432-WDHWTX-FI7,Male,Northeast,Small,35 to 44,Post Secondary,Yes,Crafts,3,No,37000,14.4,Unmarried,1,32,2.666666667,Established,Moderate,25.05,0,0,16,"International plan, Home internet plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device, Smart home device",3,"IoT device support, Virtual assistant service, Cloud backup",3
9390-WZYAHB-FPZ,Female,Southeast,Large,55 to 64,No High School,Yes,Agriculture,32,No,73000,6.3,Unmarried,1,72,6,Veteran,Moderate,137.85,0,0,16,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0
2824-WNEJPU-CXM,Female,Southwest,Mega-City,35 to 44,Post Secondary,Yes,Service,16,No,84000,13.9,Married,2,42,3.5,Established,Moderate,48.9,0,0,13,"International plan, Family plan",2,Video streaming,1,No devices,0,No devices,0
7391-SMKEOI-SZ1,Male,Midwest,Mega-City,25 to 34,Post Secondary,No,Professional,6,No,142000,6.9,Married,2,9,0.75,Newcomer,Low,12.3,31.3,0,17,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
7762-WUBJBR-97R,Female,Southwest,Extra Large,25 to 34,Post Secondary,Yes,Labor,1,No,62000,13.3,Married,5,29,2.416666667,Established,Moderate,19.35,40.85,45.8,22,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support",2
7303-IBFWXW-95W,Female,West Coast,Mega-City,65 to 74,Post Secondary,Yes,Agriculture,35,Yes,30000,25.5,Married,2,72,6,Veteran,Moderate,102.15,0,0,22,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,"Virtual assistant service, Cloud backup",2
0531-QJKTZB-7S3,Female,Northeast,Small,65 to 74,Post Secondary,Yes,Service,26,Yes,31000,7,Unmarried,1,51,4.25,Loyal,Moderate,29.4,29.25,0,13,"International plan, Family plan, Home internet plan",3,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
4724-LAOMYC-H64,Male,Midwest,Mega-City,25 to 34,Some High School,No,Sales,4,No,28000,21.8,Unmarried,3,64,5.333333333,Veteran,Moderate,45,0,0,23,International plan,1,"Video streaming, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0
3461-BABIGS-9TN,Male,West Coast,Extra Large,Over 75,Post Secondary,No,Sales,9,Yes,9000,1.8,Married,2,71,5.916666667,Veteran,Moderate,71.55,0,0,20,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,Virtual assistant service,1
3839-ZHTQJG-W19,Female,Midwest,Extra Large,Over 75,Post Secondary,Yes,Professional,13,Yes,10000,14.2,Unmarried,1,72,6,Veteran,Moderate,65.7,38.7,0,20,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,Home computer,1,No devices,0
8488-QGZBJH-JPP,Male,Southwest,Mega-City,55 to 64,Post Secondary,Yes,Sales,5,No,300000,8.9,Unmarried,1,59,4.916666667,Loyal,Moderate,24,54.9,47,27,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Mobile security",3,Home computer,1,"Cloud storage, Virtual assistant service, Cloud backup",3
4434-ULOLSD-IRN,Male,Northeast,Medium,18 to 24,Post Secondary,Yes,Crafts,1,No,22000,5.3,Married,4,20,1.666666667,Emerging,Moderate,35.25,47.05,32.05,25,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
1745-DUFFAX-ZJI,Female,Southeast,Medium,18 to 24,Post Secondary,Yes,Sales,0,No,29000,10.6,Married,6,43,3.583333333,Loyal,Moderate,23.4,26.6,0,20,"Family plan, Home internet plan",2,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0
2396-RXEDTF-WSD,Female,West Coast,Mega-City,35 to 44,Post Secondary,No,Sales,1,No,30000,13.9,Married,5,38,3.166666667,Established,Moderate,28.5,0,0,27,No plans,0,No subscriptions,0,No devices,0,No devices,0
7505-PONTBL-4FA,Female,Southeast,Extra Large,18 to 24,Post Secondary,No,Professional,0,No,41000,0.9,Married,6,7,0.583333333,Newcomer,Moderate,37.95,31.95,0,25,"Family plan, Home internet plan",2,"Equipment, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0
5115-TVEXPS-WJJ,Female,Northeast,Large,65 to 74,Some High School,Yes,Professional,15,No,38000,1.2,Married,2,72,6,Veteran,Moderate,234.75,0,0,23,International plan,1,Financial News streaming,1,Smart device,1,No devices,0
4574-RMSWGG-QJR,Female,Northeast,Medium,55 to 64,Post Secondary,No,Agriculture,35,Yes,16000,19.8,Married,2,72,6,Veteran,Moderate,163.8,0,0,16,"International plan, Family plan",2,Financial News streaming,1,"Smart device, Gaming console",2,No devices,0
3258-KAPVLU-75B,Male,Midwest,Mega-City,18 to 24,Post Secondary,No,Agriculture,0,No,22000,11.1,Unmarried,1,17,1.416666667,Emerging,Moderate,9.9,0,0,19,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
9189-PABWPT-4E7,Male,Southwest,Mega-City,45 to 54,Post Secondary,No,Crafts,17,No,27000,14.5,Married,2,52,4.333333333,Loyal,High,52.5,42.65,38.75,14,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2
0074-GMQRAF-RL9,Female,Southeast,Extra Large,18 to 24,Post Secondary,No,Sales,0,No,16000,16.3,Unmarried,2,22,1.833333333,Emerging,Moderate,27.75,0,0,19,Home internet plan,1,No subscriptions,0,"Home computer, Gaming console",2,No devices,0
1564-WARFFZ-CYW,Female,Northeast,Medium,55 to 64,Post Secondary,No,Crafts,11,Yes,18000,10.6,Unmarried,1,68,5.666666667,Veteran,Moderate,62.25,0,0,29,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Smart device,1,No devices,0
5639-SXVHJD-Z1M,Male,West Coast,Extra Large,18 to 24,Post Secondary,Yes,Service,1,No,24000,4.9,Unmarried,1,8,0.666666667,Newcomer,Moderate,14.1,34.5,0,15,"International plan, Home internet plan",2,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Gaming console, Smart home device",3,"Cloud storage, Virtual assistant service, Cloud backup",3
3344-GVIPWZ-BTV,Male,West Coast,Medium,25 to 34,Post Secondary,No,Professional,2,No,67000,9.9,Unmarried,1,6,0.5,Newcomer,Low,9.9,23.95,0,18,No plans,0,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
4146-OWCWKS-5PK,Female,Northeast,Small,18 to 24,Post Secondary,No,Sales,0,No,37000,2.7,Unmarried,1,10,0.833333333,Newcomer,Low,11.7,0,0,15,International plan,1,Mobile security,1,No devices,0,"Virtual assistant service, Cloud backup",2
9352-NVBUOA-3JM,Male,Southwest,Extra Large,18 to 24,Post Secondary,Yes,Crafts,0,No,14000,7.2,Unmarried,1,3,0.25,Newcomer,Moderate,11.25,0,0,23,"International plan, Home internet plan",2,Mobile security,1,Home computer,1,No devices,0
3395-TQKMPM-INY,Male,Northeast,Small,55 to 64,Post Secondary,Yes,Professional,13,No,40000,2.3,Married,2,57,4.75,Loyal,High,55.35,0,39.35,21,"Wireless data plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6942-GLRBUI-DJO,Female,West Coast,Mega-City,35 to 44,Completed High School,Yes,Professional,13,No,75000,7.5,Unmarried,1,2,0.166666667,Newcomer,Low,6.45,0,0,17,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
9489-INLKZZ-QVF,Male,Northeast,Small,55 to 64,Post Secondary,No,Professional,17,No,97000,9,Married,2,41,3.416666667,Established,Moderate,42.45,25.85,0,22,"International plan, Family plan, Home internet plan",3,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
8244-MIBZXK-K0S,Female,West Coast,Extra Large,35 to 44,Completed High School,Yes,Professional,4,No,24000,7,Married,3,47,3.916666667,Loyal,High,61.35,37.85,33.2,24,"International plan, Wireless data plan, Family plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6332-JQECZD-WLF,Male,Midwest,Medium,Over 75,Some High School,No,Labor,37,Yes,17000,9.4,Unmarried,1,68,5.666666667,Veteran,Moderate,35.1,0,0,20,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
8812-IAUARX-VTS,Male,Midwest,Extra Large,65 to 74,Post Secondary,Yes,Crafts,16,Yes,82000,8,Married,4,71,5.916666667,Veteran,Moderate,135.9,45.95,0,20,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0
8009-NIZABN-CAI,Female,Southeast,Small,35 to 44,Post Secondary,Yes,Labor,13,No,54000,19.4,Unmarried,1,41,3.416666667,Established,Moderate,28.35,0,0,24,"International plan, Family plan",2,No subscriptions,0,No devices,0,No devices,0
8889-QSSIZC-9BC,Male,Northeast,Mega-City,55 to 64,Post Secondary,Yes,Professional,10,No,48000,10.1,Unmarried,1,63,5.25,Veteran,Moderate,79.5,0,0,21,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming",2,Home computer,1,Virtual assistant service,1
7092-MUFETX-HA1,Female,West Coast,Extra Large,35 to 44,Post Secondary,Yes,Professional,4,No,57000,11.1,Unmarried,2,30,2.5,Established,Moderate,26.7,49.9,53.55,15,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
1671-RYWXPZ-ZX8,Female,Midwest,Extra Large,25 to 34,Post Secondary,Yes,Labor,2,No,41000,7.7,Married,4,9,0.75,Newcomer,Moderate,20.4,0,33.95,18,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3
4513-UXGKBU-0EV,Male,West Coast,Large,25 to 34,Post Secondary,No,Professional,2,No,20000,2.6,Married,4,47,3.916666667,Loyal,Moderate,40.2,0,0,34,International plan,1,"Video streaming, Financial News streaming",2,"Smart device, Gaming console",2,No devices,0
1422-SOIMEM-EIK,Male,Midwest,Large,25 to 34,Post Secondary,Yes,Professional,3,No,125000,14,Unmarried,2,38,3.166666667,Established,Moderate,36.3,69.4,71.2,26,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
4939-CRZXAA-KYV,Female,Southeast,Medium,18 to 24,Post Secondary,No,Sales,0,No,18000,2.5,Married,3,9,0.75,Newcomer,Moderate,15.3,21.35,0,24,Home internet plan,1,Equipment,1,"Home computer, Gaming console",2,No devices,0
8412-NAJJWQ-94G,Female,Northeast,Small,55 to 64,Post Secondary,Yes,Crafts,16,No,99000,18.8,Unmarried,1,72,6,Veteran,Moderate,147.15,0,0,19,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0
1045-WKEZVJ-252,Male,Southwest,Large,18 to 24,Post Secondary,No,Labor,0,No,15000,5.3,Unmarried,1,6,0.5,Newcomer,Moderate,16.2,0,0,20,"International plan, Family plan, Home internet plan",3,"Video streaming, Smart home monitoring, Financial News streaming",3,"Home computer, Smart home device",2,"Virtual assistant service, Cloud backup",2
5923-NVGKUK-HUF,Male,Northeast,Small,18 to 24,Post Secondary,No,Professional,0,No,28000,5.4,Unmarried,1,23,1.916666667,Emerging,Moderate,18.45,38.6,0,22,"International plan, Home internet plan",2,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Gaming console, Smart home device",3,"Cloud storage, Virtual assistant service, Cloud backup",3
4416-VJCOQR-D0X,Female,Midwest,Large,18 to 24,Some High School,Yes,Sales,0,No,23000,11.8,Married,3,17,1.416666667,Emerging,Moderate,27.15,0,0,12,International plan,1,No subscriptions,0,No devices,0,No devices,0
9417-DDTNOZ-7NI,Male,Midwest,Small,55 to 64,Some High School,No,Labor,20,Yes,22000,6.3,Married,5,15,1.25,Emerging,Moderate,37.2,0,0,24,"International plan, Family plan, Home internet plan",3,"Video streaming, Mobile security",2,Home computer,1,Cloud backup,1
8110-CARBLO-P83,Male,Northeast,Small,65 to 74,Post Secondary,Yes,Sales,12,No,37000,15.9,Unmarried,1,44,3.666666667,Loyal,Moderate,22.5,0,0,33,"International plan, Family plan, Home internet plan",3,"Video streaming, Smart home monitoring, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Virtual assistant service, Cloud backup",3
