Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Voice service usage,Voice Service Groups,Equipment monthly usage,Monthly data usage,Data Usage Groups,Streaming hours,Streaming Groups,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services,CARTsegments,kmeans_segment,Customer Activity
2638-CHUZHQ-P08,Male,Northeast,Mega-City,45 to 54,Post Secondary,Yes,Sales,3,No,69000,6.7,Married,3,45,3.75,Loyal,50.55,Moderate,31.15,19.7,Low,29,Moderate,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3,6,3,Moderate
2022-QSGNVJ-R6O,Male,Southwest,Large,55 to 64,Post Secondary,No,Sales,1,Yes,9000,6.5,Unmarried,1,13,1.083333333,Newcomer,7.05,Low,0,0,None,0,Low,Home internet plan,1,No subscriptions,0,"Home computer, Gaming console",2,No devices,0,1,4,Low
1414-AAECEB-G5D,Female,Northeast,Medium,35 to 44,Post Secondary,No,Crafts,13,No,54000,5.1,Unmarried,3,27,2.25,Established,17.4,Low,0,0,None,19,Moderate,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2,3,1,Low
6440-RTNNBD-S7T,Female,West Coast,Mega-City,35 to 44,Post Secondary,Yes,Sales,2,No,48000,10.5,Married,2,11,0.916666667,Newcomer,15.9,Low,0,0,None,19,Moderate,International plan,1,"Video streaming, Mobile security",2,"Home computer, Gaming console",2,"Cloud storage, Virtual assistant service, Cloud backup",3,3,4,Low
2822-CFXSZX-5E6,Male,Southwest,Extra Large,65 to 74,Some High School,Yes,Sales,2,No,27000,20.1,Married,2,54,4.5,Loyal,27.6,Low,0,0,None,25,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2,3,2,Low
0561-UFDIXT-TF7,Female,Southeast,Large,45 to 54,Some High School,Yes,Professional,9,No,47000,0.7,Married,2,47,3.916666667,Loyal,43.8,Moderate,0,0,None,18,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Cloud storage, Virtual assistant service, Cloud backup",3,5,2,Moderate
6519-AFCJLQ-H0F,Female,Southwest,Mega-City,35 to 44,Post Secondary,Yes,Service,6,No,60000,0.2,Married,5,40,3.333333333,Established,32.1,Moderate,0,0,None,19,Moderate,No plans,0,No subscriptions,0,No devices,0,No devices,0,4,1,Moderate
9569-DANQUD-TAG,Female,Southeast,Extra Large,25 to 34,Post Secondary,No,Sales,2,No,35000,1.7,Married,2,13,1.083333333,Newcomer,13.65,Low,0,0,None,20,Moderate,"International plan, Home internet plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device",2,"IoT device support, Virtual assistant service, Cloud backup",3,1,3,Low
1840-PAPXFC-DUM,,Southwest,Large,25 to 34,Post Secondary,Yes,Professional,2,No,51000,3.5,Married,4,60,5,Loyal,67.05,High,0,0,None,22,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,Cloud backup,1,7,2,Moderate
0218-IHFKWL-FJ8,Male,Southwest,Small,45 to 54,Post Secondary,Yes,Professional,11,No,30000,17.3,Married,2,70,5.833333333,Veteran,81.75,High,0,0,None,20,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming",2,"Home computer, Smart device",2,No devices,0,8,2,Moderate
2549-CSINBN-EUH,Male,Southwest,Extra Large,Over 75,Some High School,No,Professional,10,No,40000,11.6,Married,2,70,5.833333333,Veteran,44.55,Moderate,0,0,None,26,Moderate,"International plan, Family plan, Home internet plan",3,"Financial News streaming, Mobile security",2,Home computer,1,"Virtual assistant service, Cloud backup",2,6,2,Moderate
1857-XUGESY-CPO,Male,Southeast,Medium,65 to 74,Post Secondary,No,Professional,11,No,68000,3.8,Unmarried,1,36,3,Established,24.6,Low,37.85,0,None,16,Low,"Family plan, Home internet plan",2,"Equipment, Video streaming, Mobile security",3,"Home computer, Gaming console",2,"Cloud storage, Virtual assistant service, Cloud backup",3,3,3,Low
9545-RGEVKT-H47,Male,Midwest,Medium,65 to 74,No High School,No,Sales,7,No,24000,4.7,Unmarried,1,55,4.583333333,Loyal,40.35,Moderate,0,0,None,15,Low,International plan,1,Financial News streaming,1,No devices,0,Virtual assistant service,1,5,2,Low
1564-KLTUJF-0UW,Female,Northeast,Small,45 to 54,No High School,Yes,Sales,5,No,29000,6.7,Married,3,33,2.75,Established,24.6,Low,0,0,None,16,Low,"International plan, Family plan, Home internet plan",3,"Video streaming, Mobile security",2,Home computer,1,"IoT device support, Virtual assistant service, Cloud backup",3,3,3,Low
5999-GKZDYQ-4VL,Female,Midwest,Medium,55 to 64,Post Secondary,Yes,Sales,8,No,37000,15.5,Married,2,60,5,Loyal,28.35,Moderate,0,0,None,24,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,"Cloud storage, Virtual assistant service, Cloud backup",3,5,2,Moderate
3366-MTYGBQ-8WK,Female,Southeast,Small,25 to 34,Post Secondary,Yes,Professional,7,No,50000,2.8,Unmarried,1,14,1.166666667,Newcomer,14.7,Low,28.75,0,None,25,Moderate,Family plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0,3,4,Low
3403-LMLXRD-MLM,Male,Midwest,Mega-City,18 to 24,Post Secondary,Yes,Agriculture,0,No,64000,5.1,Unmarried,1,11,0.916666667,Newcomer,21.45,Low,40.55,52.3,High,12,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,6,Moderate
0501-ITIFZC-58U,Male,Southeast,Small,65 to 74,Post Secondary,No,Sales,3,No,51000,14.6,Married,2,65,5.416666667,Veteran,57.3,High,42.25,38.5,Moderate,22,Moderate,"International plan, Wireless data plan, Family plan",3,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,7,6,Moderate
4445-YMTTHK-R7H,Female,Northeast,Medium,18 to 24,Post Secondary,No,Professional,0,No,21000,6.8,Married,5,5,0.416666667,Newcomer,15.45,Low,26.3,0,None,19,Moderate,Family plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0,3,4,Low
0647-FSUEKP-XS2,Female,Midwest,Medium,65 to 74,Some High School,Yes,Professional,22,Yes,27000,3.2,Married,2,72,6,Veteran,117.15,High,0,0,None,24,Moderate,International plan,1,Financial News streaming,1,No devices,0,No devices,0,8,2,Moderate
9564-LGEDRT-10Y,Female,Northeast,Small,65 to 74,Post Secondary,No,Sales,4,Yes,9000,12.2,Married,2,67,5.583333333,Veteran,50.25,Moderate,0,0,None,17,Low,"International plan, Family plan",2,No subscriptions,0,No devices,0,No devices,0,6,2,Low
9038-ZUXFBH-IV4,Female,Northeast,Small,35 to 44,Some High School,No,Professional,3,No,38000,9.6,Married,5,6,0.5,Newcomer,7.95,Low,0,0,None,16,Low,Home internet plan,1,No subscriptions,0,"Home computer, Gaming console",2,No devices,0,1,4,Low
5634-ILCZWC-WLW,Female,Southeast,Medium,Over 75,Some High School,Yes,Sales,7,Yes,14000,11.4,Unmarried,1,37,3.083333333,Established,53.25,Moderate,0,0,None,19,Moderate,International plan,1,Financial News streaming,1,No devices,0,No devices,0,6,1,Moderate
8460-OGDRTP-BQT,Female,Midwest,Medium,55 to 64,Post Secondary,No,Professional,16,No,157000,12.2,Unmarried,1,72,6,Veteran,80.1,High,0,0,None,22,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0,8,2,Moderate
9056-AHASYK-1IF,,Southwest,Large,45 to 54,Post Secondary,Yes,Sales,2,No,18000,15.9,Married,7,49,4.083333333,Loyal,43.05,Moderate,0,0,None,16,Low,"International plan, Family plan",2,No subscriptions,0,No devices,0,No devices,0,5,2,Low
4738-EVGEFI-FIM,Female,West Coast,Mega-City,45 to 54,Post Secondary,No,Professional,12,No,122000,2.6,Married,2,71,5.916666667,Veteran,77.55,High,60.95,59.85,High,15,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,8,6,Moderate
1668-DEBFLG-JZW,Male,West Coast,Mega-City,55 to 64,Some High School,Yes,Crafts,26,No,232000,2.5,Married,2,72,6,Veteran,138.3,High,0,0,None,23,Moderate,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0,8,5,Moderate
3243-XMXUQF-TC4,Male,West Coast,Medium,55 to 64,Post Secondary,Yes,Service,13,No,34000,6.5,Married,3,55,4.583333333,Loyal,20.25,Low,0,0,None,18,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device",2,No devices,0,3,2,Low
0383-QZAGJU-JE8,Male,Southwest,Small,18 to 24,Post Secondary,No,Sales,0,No,20000,29.2,Married,4,14,1.166666667,Newcomer,7.65,Low,0,0,None,17,Low,No plans,0,No subscriptions,0,"Home computer, Smart device, Gaming console",3,No devices,0,1,4,Low
5035-GDWYRU-MLN,Female,Northeast,Mega-City,45 to 54,Some High School,No,Professional,13,No,62000,1.8,Married,2,42,3.5,Established,25.05,Low,0,0,None,12,Low,No plans,0,"Video streaming, Mobile security",2,Home computer,1,"Virtual assistant service, Cloud backup",2,2,1,Low
4437-WKKYNG-MZV,Male,Midwest,Large,25 to 34,Post Secondary,Yes,Service,2,No,57000,4.4,Unmarried,1,5,0.416666667,Newcomer,12.45,Low,30.75,0,None,14,Low,Home internet plan,1,"Equipment, Mobile security",2,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1,1,4,Low
9939-UQSAIS-TYG,Female,Southwest,Extra Large,45 to 54,Post Secondary,Yes,Professional,9,No,50000,0.8,Married,5,42,3.5,Established,62.25,High,34.55,35.65,Moderate,16,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart home device",2,"IoT device support, Virtual assistant service, Cloud backup",3,7,6,Moderate
0486-AAVGZJ-UHS,Male,Midwest,Large,18 to 24,Post Secondary,Yes,Crafts,0,No,52000,4.8,Unmarried,3,11,0.916666667,Newcomer,12.45,Low,32.65,0,None,14,Low,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,IoT device support,1,1,4,Low
2829-ONGIHX-TU3,Male,Southwest,Small,65 to 74,Post Secondary,Yes,Labor,19,Yes,22000,19,Unmarried,1,72,6,Veteran,88.35,High,0,47.9,Moderate,17,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,"Virtual assistant service, Cloud backup",2,8,6,Moderate
4190-QKVGDX-K2U,Male,Midwest,Small,55 to 64,Post Secondary,No,Sales,2,No,30000,16,Unmarried,3,36,3,Established,18.45,Low,49.9,52.65,High,16,Low,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Gaming console",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,6,Moderate
3504-LEWPCH-MBE,Male,Southeast,Medium,65 to 74,No High School,No,Service,33,Yes,9000,3.1,Unmarried,1,67,5.583333333,Veteran,46.05,Moderate,0,0,None,0,Low,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2,6,2,Low
4528-NPTFWG-CBO,Male,Northeast,Small,65 to 74,Some High School,No,Sales,14,No,64000,10.6,Married,2,55,4.583333333,Loyal,69,High,0,0,None,22,Moderate,International plan,1,No subscriptions,0,No devices,0,No devices,0,7,2,Moderate
5108-YUQGZJ-JVY,Male,Midwest,Large,25 to 34,Completed High School,No,Service,5,No,32000,1.8,Unmarried,2,2,0.166666667,Newcomer,5.85,Low,0,0,None,22,Moderate,No plans,0,No subscriptions,0,No devices,0,No devices,0,1,1,Low
7957-PIKVMU-GZK,Female,West Coast,Medium,Over 75,Post Secondary,No,Professional,4,No,38000,0.7,Unmarried,1,72,6,Veteran,234,High,0,0,None,20,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,Home computer,1,No devices,0,8,5,Moderate
6227-BPYCTY-MBT,Male,Southwest,Extra Large,65 to 74,Post Secondary,No,Sales,14,Yes,20000,6.8,Unmarried,1,39,3.25,Established,21.75,Low,0,27.95,Moderate,14,Low,"International plan, Wireless data plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Low
0607-SBLIXT-1G3,Female,Midwest,Medium,25 to 34,Some High School,Yes,Labor,14,No,36000,6.5,Married,4,27,2.25,Established,19.8,Low,0,0,None,16,Low,No plans,0,No subscriptions,0,No devices,0,No devices,0,2,1,Low
1975-PTOUTX-Y73,Female,West Coast,Mega-City,35 to 44,Post Secondary,Yes,Professional,10,No,46000,5.8,Unmarried,1,63,5.25,Veteran,123.45,High,0,48.1,Moderate,17,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Smart home monitoring, Financial News streaming",3,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Cloud backup",3,8,6,Moderate
2049-DJGJYT-SWF,Male,Southeast,Medium,18 to 24,Post Secondary,Yes,Service,1,No,15000,10.2,Unmarried,1,15,1.25,Emerging,13.5,Low,39,38.25,Moderate,14,Low,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,1,3,Low
4027-OUHQXH-696,Male,Midwest,Medium,25 to 34,Post Secondary,Yes,Service,3,No,24000,11.5,Married,2,65,5.416666667,Veteran,78.6,High,30.95,0,None,20,Moderate,"International plan, Family plan",2,"Equipment, Financial News streaming",2,Home computer,1,No devices,0,8,2,Moderate
1084-NRUIXF-JOO,Male,Northeast,Small,Over 75,Completed High School,Yes,Labor,35,Yes,21000,5.9,Married,2,71,5.916666667,Veteran,73.05,High,0,0,None,12,Low,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Home computer,1,Cloud backup,1,7,2,Moderate
0500-JIHEQG-PCE,Female,Southwest,Extra Large,25 to 34,Post Secondary,Yes,Professional,0,No,81000,6.1,Unmarried,3,5,0.416666667,Newcomer,6.75,Low,42.7,16.45,Low,18,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring",3,"Home computer, Smart device, Gaming console, Smart home device",4,Virtual assistant service,1,1,3,Low
6146-FNDKDE-YFC,Female,West Coast,Mega-City,45 to 54,Post Secondary,Yes,Service,10,No,145000,7.3,Unmarried,1,33,2.75,Established,40.35,Moderate,38.4,43.2,Moderate,22,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Mobile security",3,"Home computer, Gaming console",2,"IoT device support, Virtual assistant service, Cloud backup",3,5,6,Moderate
6747-SBGRCB-IFD,Male,Southwest,Medium,35 to 44,Post Secondary,Yes,Crafts,10,No,24000,7,Married,5,2,0.166666667,Newcomer,8.7,Low,28.3,0,None,21,Moderate,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0,1,4,Low
5367-GOJPVN-AOV,Female,Southeast,Medium,Over 75,Some High School,Yes,Sales,11,Yes,12000,15.1,Married,2,54,4.5,Loyal,57,High,0,0,None,12,Low,International plan,1,Financial News streaming,1,No devices,0,No devices,0,7,2,Moderate
1567-ARERMX-G7Y,Female,Midwest,Extra Large,35 to 44,Some High School,Yes,Service,20,No,79000,24.3,Married,4,9,0.75,Newcomer,6.6,Low,0,0,None,21,Moderate,International plan,1,"Video streaming, Mobile security",2,"Smart device, Smart home device",2,"IoT device support, Virtual assistant service, Cloud backup",3,1,4,Low
4710-NNLTHU-CPQ,Female,Southeast,Large,55 to 64,Post Secondary,No,Labor,24,Yes,12000,17.3,Married,2,70,5.833333333,Veteran,38.25,Moderate,53.1,42.6,Moderate,20,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Virtual assistant service, Cloud backup",3,5,6,Moderate
6642-GBKNSR-E5T,Female,Midwest,Large,65 to 74,Post Secondary,No,Sales,14,Yes,24000,13.9,Unmarried,1,41,3.416666667,Established,33.15,Moderate,0,0,None,18,Moderate,"International plan, Family plan, Home internet plan",3,No subscriptions,0,"Home computer, Smart device",2,No devices,0,5,4,Moderate
7109-KYTCDT-JKL,Male,Midwest,Large,18 to 24,Post Secondary,No,Sales,0,No,38000,4.7,Unmarried,3,42,3.5,Established,17.85,Low,41.85,39.25,Moderate,14,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support",2,3,3,Low
9957-EJTUGH-O2N,Male,Midwest,Mega-City,45 to 54,Completed High School,Yes,Sales,5,No,30000,15.5,Married,2,59,4.916666667,Loyal,42.6,Moderate,0,0,None,19,Moderate,"International plan, Home internet plan",2,"Video streaming, Mobile security",2,"Home computer, Gaming console",2,"Virtual assistant service, Cloud backup",2,5,2,Moderate
6380-IRBJLO-AZU,Male,Southwest,Small,35 to 44,Post Secondary,Yes,Professional,10,No,119000,10.6,Unmarried,1,26,2.166666667,Established,26.25,Low,26.25,0,None,22,Moderate,Home internet plan,1,Equipment,1,Home computer,1,No devices,0,3,1,Low
2063-OSTBQH-JDZ,Male,Northeast,Extra Large,18 to 24,Post Secondary,No,Crafts,0,No,18000,15.9,Unmarried,2,30,2.5,Established,24,Low,36.65,0,None,11,Low,"International plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring, Financial News streaming",3,"Home computer, Smart device, Smart home device",3,No devices,0,3,4,Low
0447-RXQHHD-6AO,Female,West Coast,Mega-City,55 to 64,No High School,Yes,Crafts,31,Yes,10000,6.8,Married,4,63,5.25,Veteran,45.75,Moderate,0,0,None,16,Low,International plan,1,Financial News streaming,1,No devices,0,"Virtual assistant service, Cloud backup",2,6,2,Low
2685-MLUSBE-KQ3,Female,Southeast,Mega-City,45 to 54,Post Secondary,Yes,Sales,2,No,50000,1.8,Unmarried,1,4,0.333333333,Newcomer,7.5,Low,0,0,None,15,Low,No plans,0,No subscriptions,0,No devices,0,No devices,0,1,1,Low
4132-ORLIBS-DGT,Female,Northeast,Large,25 to 34,Some High School,No,Professional,2,No,31000,11.3,Unmarried,1,12,1,Newcomer,11.25,Low,0,0,None,19,Moderate,No plans,0,Financial News streaming,1,Gaming console,1,No devices,0,1,1,Low
